primary_city,county,zip_code,FM_Closest_raw,FM_Closest_AR,FM_Closest_SP,FM_Attends_raw,FM_Attends_AR,FM_Attends_SP,Final_FM_Attend,transaction_id,agree_with_Attends,Final_FM_Closest,agree_with_Closest
Gallatin,Sumner County,37066,Rock street ,Not a farmers market,Unsure,Green mak,Not Farmers Market,12 South Farmers Market,,6ad6boKHnyCReVxgKJmsvd,,,
Red Boiling Springs,Macon County,37150,unsure,Unsure,,yo mommas house,,,,6arWBzlakwU91tO7ga76ob,,,
Brownsville,Haywood County,38012,Ag center Memphis Tn,Agricenter Farmers Market,Agricenter Farmers Market,Ag center in Memphis Tn,Agricenter Farmers Market,Agricenter Farmers Market,Agricenter Farmers Market,6b6vNEIURGPxXQpHL5hd1C,,Agricenter Farmers Market,
Lebanon,Wilson County,37087,Unsure,Unsure,Unsure,It is next to Jones brummet elementary school,Lester Farms,Lester Farms,Lester Farms,6b9U0XXJJt8Hdo7M0ZmyV4,,Unsure,
Cookeville,Putnam County,38501,Mahler Ave,Cookeville Farmers Market,Cookeville Farmers Market,Mahler Ave,Cookeville Farmers Market,Sparta Farmers Market,Cookeville Farmers Market,6bFMYF5diK5bcIohBdrtTK,AR,Cookeville Farmers Market,
Murfreesboro,Rutherford County,37128,Murfreesboro ,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,,,NA, ,6bIwbhrhF7NzNYSLtZCaId,,Main Street Murfreesboro Farmers Market,
Oak Ridge,Anderson County,37830,Unsure,Unsure,Unsure,,,NA, ,6bLcDBbopEEBzZjNuuYkna,,Unsure,
,,42240,North main st,Unsure,,North main st ,Unsure,,,6c8oqdgndUYjQIWhPlzCvZ,,,
Morristown,Hamblen County,37814,jroduhehr,Unsure,Unsure,motown farmers market ,Morristown Farmers Market,Morristown Farmers Market,Morristown Farmers Market,6dN2fe3AyLpyM4Bhv7NfuF,,Unsure,
Sparta,White County,38583,Unsure ,Unsure,Unsure,,,NA, ,6ecm1sVNdHXhyxXzSDfQ2W,,Unsure,
Nashville,Davidson County,37207,unsure,Unsure,Unsure,,,NA, ,6evrebZWU1GWkaDpL9QB7F,,Unsure,
Knoxville,Knox County,37912,Unsure,Unsure,Unsure,,,NA, ,6fSAiEEtgLzkdjYPAMUjCM,,Unsure,
White Pine,Jefferson County,37890,Unsure ,Unsure,Unsure,,,NA, ,6fTogOUTcce7Rsd8iwWgwA,,Unsure,
Manchester,Coffee County,37355,unsure,Unsure,Unsure,I DONT KNOW I TS IN TOWN,Manchester Parks and Recreation Farmers Market,Coffee County Farmers Market,Coffee County Farmers Market,6g04flg3UmUTcHHfCynysU,SP,Unsure,
Knoxville,Knox County,37920,Chapman,Loveday Garden Center,Seymour Farmers Market,Lovedays,Loveday Garden Center,Unsure,Loveday Garden Center,6gKV8bbPu8ihXHfhucbM3g,AR,Seymour Farmers Market,SP
Shelbyville,Bedford County,37160,Unsure ,Unsure,Unsure,,,NA, ,6gf9mgfX83aHkjxOTbKLgq,,Unsure,
Talbott,Hamblen County,37877,Sevierville,Sevierville Farmers Market,Sevierville Farmers Market,Sevierville,Sevierville Farmers Market,Sevierville Farmers Market,Sevierville Farmers Market,6gqUusgAcZ0M5rZFoQna1Z,,Sevierville Farmers Market,
Loudon,Loudon County,37774,Unsure,Unsure,Unsure,,,NA, ,6hAZfKsCRzYJsWsvciDPQa,,Unsure,
,,42223,Steel Loop,Unsure,,im now sure i just moved here,Unsure,,,6hVFZIfHDwRHEUKH9KkA4y,,,
Memphis,Shelby County,38115,Sprouts,Not a farmers market,Not Farmers Market,,,NA, ,6i9HsLh1oivFnenKrODa7p,,,
Springfield,Robertson County,37172,Hwy 41 Springfield ,Robertson County Farmers Market,Robertson County Farmers Market,,,NA, ,6iO00Lt3BdyteV4DCUH4d2,,Robertson County Farmers Market,
,,38655,Unsure,Unsure,,Oxford Farmers Market,N/A,,,6ieICPQktKbAZXQ8tVz1D5,,Unsure,
Seymour,Sevier County,37865,Unsure,Unsure,Unsure,,,NA, ,6ix1PnXgvvHhOEidptVs0S,,Unsure,
,,38670,Market fresh,Not a farmers market,,Market fresh,Not Farmers Market,,,6j62lvHSBaVpaNDabTnw5Q,,,
,,72370,Unsure ,Unsure,,Main Street ,Memphis Farmers Market,,,6j6BG7fqVeIf8spTC4TF7D,,,
Memphis,Shelby County,38116,Whole foods,Not a farmers market,Not Farmers Market,Elvis Presley ,Whitehaven Farmers Market,Whitehaven Farmers Market,Whitehaven Farmers Market,6jDYtX1EtXPGVgvBKsz24j,,,
Memphis,Shelby County,38114,Agricenter,Agricenter Farmers Market,Agricenter Farmers Market,,,NA, ,6jgSckMd9nYyXMIqLRPudV,,Agricenter Farmers Market,
Nashville,Davidson County,37217,Unsure ,Unsure,Unsure,,,NA, ,6jqBEyyRgZRNqwYkK39qqq,,Unsure,
,,38654,Hernando ,Hernando Farmers Market,,Hernando FarmerÃ¢ÂÂs Market,Hernando Farmers Market,,,6jst0opWuZH0ldxtWRADod,,,
,,38668,Unsure ,Unsure,,Sideys ,Not Farmers Market,,,6kEfJOf2H2paIIt9LnpS2e,,,
Charlotte,Dickson County,37036,Unsure,Unsure,Unsure,,,NA, ,6kLM74HQfB5EeugdHcL2V5,,Unsure,
Columbia,Maury County,38401,Unsure ,Unsure,Unsure,,,NA, ,6klPRCTeckPu7mq9KRSUQQ,,Unsure,
Sweetwater,Monroe County,37874,Unsure,Unsure,Unsure,,,NA, ,6ky3ehiimilxSs4526mnzV,,Unsure,
Knoxville,Knox County,37917,Unsure ,Unsure,Unsure,,,NA, ,6l9I9UHiWGji7mJ5LzRgts,,Unsure,
Mount Juliet,Wilson County,37122,unsure,Unsure,Unsure,kirkland,Not Farmers Market,Not Farmers Market,Not Farmers Market,6lLQciL3vRibIBDYtyrMhR,,Unsure,
Jellico,Campbell County,37762,Broad Street,Jellico Farmers Market,Jellico Farmers Market,Broad Street,Jellico Farmers Market,Jellico Farmers Market,Jellico Farmers Market,6lb52UwsMys18zhsbTVLs4,,Jellico Farmers Market,
,,38606,ghhbffyjjvddg,Unsure,,gggffffhui,Unsure,,,6lxtEQkmwTstj1BSKwkO0z,,,
Memphis,Shelby County,38108,Naylor Rd,Not a farmers market,Unsure,,,NA, ,6m7qs41znkdEFNerHnl0EJ,,,
Memphis,Shelby County,38117,South Memphis farmers market ,South Memphis Farmers Market,Memphis Farmers Market,South Memphis farmers market ,Memphis Farmers Market,Memphis Farmers Market,Memphis Farmers Market,6mRc3OOjXVbMmwAm7Ei7Ur,,South Memphis Farmers Market,AR
Antioch,Davidson County,37013,Unsure,Unsure,Unsure,Nashville Farmer,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,6n4QDr3k9HOb62VgW7qzfh,,Unsure,
Bell Buckle,Bedford County,37020,"Bell Buckle Farmers Market, Main St",Bell Buckle Farmers Market,Bell Buckle Farmers Market,"Bell Buckle Farmers Market, Main St ",Bell Buckle Farmers Market,Bell Buckle Farmers Market,Bell Buckle Farmers Market,6n83FTiv1GpkEIVpjPRYWn,,Bell Buckle Farmers Market,
Memphis,Shelby County,38107,IÃ¢ÂÂm going to go ahead with the plan ,,NA,The The The The Big Lie and I I was was was was was the ,,NA,,6nlb4M45NKOYnLZJTxCPK1,,,
Memphis,Shelby County,38114,Unsure,Unsure,Unsure,,,NA, ,6nuO4Y8EDlwjJhnzZfiK9A,,Unsure,
Brentwood,Williamson County,37024,Unsure,Unsure,Unsure,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,6o4hZtWKPl9WOdow9HgiMg,,Unsure,
Clarksville,Montgomery County,37042,Unsure,Unsure,Unsure,,,NA, ,6oL6p5Al9YZo6XnybJXp9V,,Unsure,
Kingston,Roane County,37763,The preserve ,The Preserve Farmers Market,The Preserve Farmers Market,The preserve farmers market ,The Preserve Farmers Market,The Preserve Farmers Market,The Preserve Farmers Market,6ogKwgrcHyyU0uXC60DlgD,,The Preserve Farmers Market,
Dickson,Dickson County,37055,Na,Unsure,NA,,,NA, ,6p9LYCmOAATbexMDBz7UbE,,,
Rocky Top,Anderson County,37769,Unsure,Unsure,Unsure,,,NA, ,6pQ1utHUySXOM1BsTIGM6k,,Unsure,
Kodak,Sevier County,37764,Unsure,Unsure,Unsure,,,NA, ,6pQKCZWK0PyxGqgBiOFplx,,Unsure,
Antioch,Davidson County,37013,Unsure,Unsure,Unsure,,,NA, ,6pUaYBkb9hKfJrlcb3e5EK,,Unsure,
Brighton,Tipton County,38011,Insure ,Unsure,Unsure,Farmers mkt Memphis tn,Unsure,Memphis Farmers Market,Memphis Farmers Market,6piv0tMsF5kMJpc8X5tD8U,SP,Unsure,
Holladay,Benton County,38341,Unsure ,Unsure,Unsure,,,NA, ,6q5RFVNBOlKnxqMR8T0YUc,,Unsure,
Antioch,Davidson County,37011,Unsure,Unsure,Unsure,,,NA, ,6q5lHhzHt5xjcmcMKhacQD,,Unsure,
,,38614,unsure,Unsure,,,,, ,6qD81CcauFYRfyqIRVoiRV,,,
Lawrenceburg,Lawrence County,38464,Unsure,Unsure,Unsure,,,NA, ,6qL6P0XEm9Dan7MdmCfcce,,Unsure,
Memphis,Shelby County,38115,unsure,Unsure,Unsure,,,NA, ,6qUTHzvu0ZNGlv3tboAoZd,,Unsure,
Knoxville,Knox County,37909,Unsure,Unsure,Unsure,,,NA, ,6qWFXFXxb0UxDOfHwNGg9c,,Unsure,
Memphis,Shelby County,38119,Germantown ,Cordova International Farmers Market,Farm Park Farmers Market,Agri Center,Agricenter Farmers Market,Agricenter Farmers Market,Agricenter Farmers Market,6rDGhYDsBWyabhkg8fwNgU,,Cordova International Farmers Market,AR
Knoxville,Knox County,37923,Sutherland fresh market ,Farm Fresh Produce,Farm Fresh Produce,Market square ,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,6rtm2HQuF0Sx5UghyAUGwd,,Farm Fresh Produce,
Smyrna,Rutherford County,37167,unsure,Unsure,Unsure,The square in murfreesboro ,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,6sJeML7CJyLDhzzt4f46a4,,Unsure,
Murfreesboro,Rutherford County,37130,unsure,Unsure,Unsure,nashville farmers market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,6tJdvohoBQINYxp2dbm9Um,,Unsure,
Maryville,Blount County,37804,Unsure,Unsure,Unsure,,,NA, ,6u5G0lu9sR4E73AmHphTgl,,Unsure,
Memphis,Shelby County,38127,Sikeana Beauford ,,NA,,,NA, ,6u5MZbMEL4mW8J0SnHTs0u,,,
Nashville,Davidson County,37215,Unsure ,Unsure,Unsure,TN farmers market ,Unsure,Nashville Farmers Market,Unsure,6uHaifoNRV9BNxfAtr7bdf,AR,Unsure,
,,42649,Unsure,Unsure,,Do know,Unsure,,,6uUFS4AktkW1hvgE4GxmmP,,Unsure,
Sparta,White County,38583,unsure,Unsure,Unsure,,,NA, ,6v0eJZKxf8X7HDQA2phs4T,,Unsure,
,,47804,Unsure,Unsure,,,,, ,6vBzT79gAeEfGaQoA9RaeL,,Unsure,
Memphis,Shelby County,38126,Olpmyic ,Unsure,Unsure,,,NA, ,6vRjy7WYUWHh6N7BNgXy9l,,Unsure,
,,42240,Jesse ,Unsure,,,,, ,6vo6Kf8AEwdXUfUQpVxsr2,,,
Memphis,Shelby County,38116,Healthy farmers,Unsure,Not Farmers Market,Third street,Not Farmers Market,Memphis Farmers Market,,6vriJgQ49ATg4U5K5EsYOL,0,,
,,42717,Unsure,Unsure,,,,, ,6w95ZhnLHN5DzYcunQBNK3,,Unsure,
Spring Hill,Williamson County,37174,Unsure,Unsure,Unsure,Dickson farmers market,Dickson County Farmers Market,Dickson County Farmers Market,Dickson County Farmers Market,6wgnRdguLn8w7BTBxICSbd,,Unsure,
Murfreesboro,Rutherford County,37129,Rosie L Park blvd,Nashville Farmers Market,Nashville Farmers Market,,,NA, ,6x5RgyAxzqyciUwyewQdgQ,,Nashville Farmers Market,
Shelbyville,Bedford County,37160,Bain orchid ,Bains Orchard,Bains Orchard,Troup rd,Unsure,NA,,6xAjenQuZLCtnPr0B7EveW,,Bains Orchard,
Maryville,Blount County,37803,Market st in knoxville,Market Square Farmers Market,Market Square Farmers Market,Market square in knoxville,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,6xa1nNS5eWZKJyu8j7pIEG,,Market Square Farmers Market,
Nashville,Davidson County,37209,Richland Park,Richland Farmers Market,Richland Park Farmers Market,Nashville Farmers market ,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,6yYKjZ19hXOzi6cHug9hHv,,,
Memphis,Shelby County,38107,unsure,Unsure,Unsure,,,NA, ,6zt9xfwh1LLY2Qi1gjuYpW,,Unsure,
College Grove,Williamson County,37046,Tennessee ,Unsure,Unsure,Tennessee ,Unsure,Unsure,Unsure,70NEvpJB9KTedACqE4ehxV,,Unsure,
Knoxville,Knox County,37924,Unsure ,Unsure,Unsure,,,NA, ,70e6TA6OOma9E4c22GkNSz,,Unsure,
Nashville,Davidson County,37215,Ngy,,Unsure,BCG,,Nashville Farmers Market,,70mcuDBWNPtzHo9EBa4fpJ,,,
,,42164,Unsure ,Unsure,,Amish market harbingers ,Not Farmers Market,,,71P88Ldh9IaYTKP3NFgmUE,,,
Ripley,Lauderdale County,38063,Hwy 51,,Not Farmers Market,Hwy 51,,Not Farmers Market,,71Z9iZjsUpxW2yJCVJiAC7,,,
Clarksville,Montgomery County,37042,10th street farmers market ,Nashville Farmers Market,Not Farmers Market,10th street farmers market ,Nashville Farmers Market,Not Farmers Market,Nashville Farmers Market,71pqnLIxzmZpGkzDQJd3oT,AR,Nashville Farmers Market,AR
Dickson,Dickson County,37055,Unsure,Unsure,Unsure,Dickson county farmers market,Dickson County Farmers Market,Dickson County Farmers Market,Dickson County Farmers Market,71t8mxNoyVNG7WZD9Ndyt0,,Unsure,
Cookeville,Putnam County,38501,Unsure,Unsure,Unsure,,,NA, ,720bjX3NJuPMdXDa5VZ5HO,,Unsure,
Memphis,Shelby County,38114,Cleveland Street ,Not a farmers market,SouthMemphis Farmers Market,,,NA, ,72AC9i6TdOT9ZpRj4OKvyb,,SouthMemphis Farmers Market,SP
Cosby,Cocke County,37722,Greenville hwy,Greeneville Farmers Market,Smiley's Produce Market,,,NA, ,72Ml7NKgHcWr38nofG4M9p,,,
Knoxville,Knox County,37923,Central,Market Square Farmers Market,Three Rivers Farmers Market,Broadway,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,72gIl6qhfNcUifUZfu2lTI,,Market Square Farmers Market,AR
Memphis,Shelby County,38107,Insure ,,Unsure,,,NA, ,72pUbuQakqYyo1rCQ1rbBK,,,
Dandridge,Jefferson County,37725,Meeting Street ,Dandridge Farmers Market,Dandridge Farmers Market,Meeting street,Dandridge Farmers Market,Dandridge Farmers Market,Dandridge Farmers Market,73N19KdrHgearZclUnCqBI,,Dandridge Farmers Market,
Memphis,Shelby County,38118,Winchester ,Winchester Farmers Market,Winchester Farmers Market,Winchester ,Winchester Farmers Market,Winchester Farmers Market,Winchester Farmers Market,73fCaNnmXoSehzeg6Tpatz,,Winchester Farmers Market,
Corryton,Knox County,37721,Unsure,Unsure,Unsure,Washington Pike Farmers markets ,New Harvest Farmers Market,New Harvest Farmers Market,New Harvest Farmers Market,73qoHdGkTNcKNuAQfL5nR6,,Unsure,
Powell,Knox County,37849,Unsure,Unsure,Unsure,,,NA, ,742q00yxs6MhQRse6Qghbn,,Unsure,
Portland,Sumner County,37148,Richland park,Richland Farmers Market,Richland Park Farmers Market,Richland park,Richland Farmers Market,Richland Farmers Market,Richland Farmers Market,744fYbUxH8K73ViAOv7zTF,,,
Crossville,Cumberland County,38571,Unsure ,Unsure,Unsure,,,NA, ,748pbQsEV0qcMQ2xFC6JX7,,Unsure,
Sevierville,Sevier County,37876,Market square Knoxville ,Market Square Farmers Market,Market Square Farmers Market,Market square farmers market,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,74vm7S5xwMS59gLrJxjemm,,Market Square Farmers Market,
Nashville,Davidson County,37203,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,75Mh9ZkYnAHrkyg4Rtyl1u,,Nashville Farmers Market,
Ardmore,Giles County,38449,Unsure,Unsure,Unsure,,,NA, ,75VSJbKLRfjA8jFJZQbWjm,,Unsure,
Murfreesboro,Rutherford County,37129,Insure ,,Unsure,Square,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,75gYomBTgnekrzQUszFimG,,,
Brentwood,Williamson County,37027,"Unsure, itÃ¢ÂÂs the one in Forest Hills probably ",Unsure,Forest Hills UMC Farmers Market,Richland Park Farmers Market ,Richland Farmers Market,Richland Farmers Market,Richland Farmers Market,763AGRcQYaYenL5QqfwWLP,,Forest Hills UMC Farmers Market,SP
,,63830,Unsure ,Unsure,,,,, ,76RBUCDbEvqcqeEFLzBKYc,,,
,,38834,unsure,Unsure,,Wilbank's,Wilbank's Produce,,Wilbank's Produce,76jk4UuUYiF3WrCfmlVd4y,AR,,
Cedar Hill,Robertson County,37032,Memorial Blvd ,Unsure,Not Farmers Market,Memorial Blvd,Unsure,Not Farmers Market,,76kHFr5Rwhuq0sF9KFKnOK,,,
Atoka,Tipton County,38004,Unsure,Unsure,Unsure,,,NA, ,76ktQyOL2T9OV3kbrrxvfm,,Unsure,
Cordova,Shelby County,38018,unsure,Unsure,Unsure,,,NA, ,76pwLQqNmTtoKXSvoUmzzN,,Unsure,
Morristown,Hamblen County,37814,Unsure,Unsure,Unsure,,,NA, ,77TTD3GV9CVhO6TEo9aGhn,,Unsure,
Nashville,Davidson County,37207,Unsure,Unsure,Unsure,Nashville Farmer's Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,77lX0F0fy0JpUeEQUu6XrI,,Unsure,
Cordova,Shelby County,38016,Germantown pkwy ,Cordova International Farmers Market,Agricenter Farmers Market,Farmer's Market Germantown pkwy ,Cordova International Farmers Market,Agricenter Farmers Market,,77mOIGCviV3Mm7icSQWaBm,,Cordova International Farmers Market,AR
Memphis,Shelby County,38115,Unsure,Unsure,Unsure,Millington Rd.,Millington Farmers Market,Millington Farmers Market,Millington Farmers Market,77xdrU3UQNqwBO5idIM64C,,Unsure,
Memphis,Shelby County,38116,Farmers market on Winchester ,Winchester Farmers Market,Winchester Farmers Market,Farmers market on winchester,Winchester Farmers Market,Winchester Farmers Market,Winchester Farmers Market,78C2vx3BSz6mQMuBD3oKQK,,Winchester Farmers Market,
Crossville,Cumberland County,38572,Unsure,Unsure,Unsure,,,NA, ,78TczrF1THncpQ3qVToagh,,Unsure,
Nashville,Davidson County,37209,Unsure,Unsure,Unsure,Ashland city,Ashland City Farmers Market,Nashville Farmers Market,Ashland City Farmers Market,796GnpJ7EbGE6DsKLH7HHs,AR,Unsure,
Portland,Sumner County,37148,Unsure ,Unsure,Unsure,,,NA, ,79MGv8jmmesElhrCuyh1zh,,Unsure,
Knoxville,Knox County,37924,Harvest Market,New Harvest Farmers Market,New Harvest Farmers Market,Harvest Park,New Harvest Farmers Market,New Harvest Farmers Market,New Harvest Farmers Market,79PRvaagEPO9xYj2HYIFNG,,New Harvest Farmers Market,
Memphis,Shelby County,38126,Unsure,Unsure,Unsure,,,NA, ,79RepLMP8cGVg84KzB3gPs,,Unsure,
Gallatin,Sumner County,37066,Hallow pike,Not a farmers market,Gallatin Farmers Market,,,NA, ,79hG4ogOi7cfKHcDpMqtub,,Gallatin Farmers Market,SP
Cordova,Shelby County,38016,Germantown parkway ,Cordova International Farmers Market,Agricenter Farmers Market,Germantown park way,Cordova International Farmers Market,Agricenter Farmers Market,Cordova International Farmers Market,7A3gQTWzYmwnZhTqzura93,AR,Cordova International Farmers Market,AR
Knoxville,Knox County,37918,Unsure same as above ,Unsure,Unsure,One on Kingston pike ,Unsure,Not Farmers Market,Not Farmers Market,7ACQX6M0fZcrNFhA2tf3Xy,SP,Unsure,
Pulaski,Giles County,38478,Unsure,Unsure,Unsure,TOWN SQUARE ,Giles County Farmers Market,Giles County Farmers Market,Giles County Farmers Market,7APtHN8bIdjx3YfaXSyQQB,,Unsure,
Knoxville,Knox County,37912,Unsure,Unsure,Unsure,,,NA, ,7AW0EysSTM2sW09OrSKdM1,,Unsure,
Maryville,Blount County,37801,Unsure,Unsure,Unsure,,,NA, ,7B3PPK1IzHxQRCP9TOYn7F,,Unsure,
Memphis,Shelby County,38134,unsure,Unsure,Unsure,,,NA, ,7B6tQqQytvdLhD2iN97CKP,,Unsure,
Antioch,Davidson County,37013,Unsure,Unsure,Unsure,,,NA, ,7BiTIpFSNC9BRA7LVeMnc1,,Unsure,
Decherd,Franklin County,37324,Hill brothers farms,Not a farmers market,Not Farmers Market,Hill brother farms ,Not Farmers Market,Not Farmers Market,Not Farmers Market,7CY15JVfcofavxZH9WaO5v,,,
Kingston,Roane County,37763,Unsure,Unsure,Unsure,,,NA, ,7Ci6dL2OAEuOvi2aldzUVk,,Unsure,
Gordonsville,Smith County,38563,Unsure,Unsure,Unsure,,,NA, ,7DvA5rO3eRyWztzJnkKJ0H,,Unsure,
Clarksville,Montgomery County,37043,Unsure,Unsure,Unsure,,,NA, ,7E8wZKS0BVbMr1l7rAxdWM,,Unsure,
Clarksville,Montgomery County,37042,Unsure,Unsure,Unsure,,,NA, ,7ETAu8d22rAp6DhwhpwQ80,,Unsure,
Tullahoma,Coffee County,37388,Unsure ,Unsure,Unsure,,,NA, ,7Ec8hzI0rz7d7y4uWg0ZKx,,Unsure,
Antioch,Davidson County,37013,Unsure ,Unsure,Unsure,Fort Campbell Blvd ,Unsure,Not Farmers Market,,7ErnsncpArf2TswFry0mRu,,Unsure,
Knoxville,Knox County,37921,Harvest park ,New Harvest Farmers Market,New Harvest Farmers Market,Market Square ,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,7F0DNmliiE4ZuHUitDpr1t,,New Harvest Farmers Market,
Nashville,Davidson County,37211,Supermercado latina,Not a farmers market,Not Farmers Market,Nolesville ,Not Farmers Market,Nolensville Farmers Market,Nolensville Farmers Market,7FGfNhiIy7JL55wGLoI8zB,SP,,
Friendship,Crockett County,38034,Unsure ,Unsure,Unsure,,,NA, ,7FIgusJTul9wVdhORJpKEj,,Unsure,
Sweetwater,Monroe County,37874,Unsure ,Unsure,Unsure,,,NA, ,7FUUBPnOeLY4jXHhDOVw6q,,Unsure,
Allardt,Fentress County,38504,unsure,Unsure,Unsure,krogers ,Not Farmers Market,Not Farmers Market,Not Farmers Market,7G8E6Hj0ZA8vrOxmW39Yxs,,Unsure,
Maryville,Blount County,37801,Unsure,Unsure,Unsure,Maryville Farmers Market,,Maryville Farmers Market,Maryville Farmers Market,7GLzl2r3HzmgIROSjRJJJS,SP,Unsure,
Philadelphia,Loudon County,37846,Unsure,Unsure,Unsure,Englewood Farmer's Market (Mennonite Community),Englewood Farmers Market,Englewood Farmers Market,Englewood Farmers Market,7GRNLI3JOQTjfe8KelxgxL,,Unsure,
Springfield,Robertson County,37172,unsure,Unsure,Unsure,,,NA, ,7GhY265jZLtu4Zvhb04dyn,,Unsure,
Hermitage,Davidson County,37076,Unsure,Unsure,Unsure,,,NA, ,7Go8wR1zyNmFd21FqnR2cg,,Unsure,
Knoxville,Knox County,37901,Peter saint ,Not a farmers market,Maryville Farmers Market,Peter maker ,Not Farmers Market,Unsure,,7HndeXf17byzrxmRdetogH,,Not a farmers market,AR
Unionville,Bedford County,37180,Bedford County farmers market,,North Bedford Farmers Market,Celebration Wat,Not Farmers Market,Not Farmers Market,Not Farmers Market,7HqSECt9k4vilWiwlmpRHP,,North Bedford Farmers Market,SP
,,38637,unsure,Unsure,,hernando,Hernando Farmers Market,,Hernando Farmers Market,7I2EEvrPcqu1tUsmoFKqNh,AR,,
Newport,Cocke County,37821,Unsure,Unsure,Unsure,,,NA, ,7I9nJF3WkLo4qMbdOIrwdO,,Unsure,
Madison,Davidson County,37116,unsure,Unsure,Unsure,no name,,Unsure,,7IGRJLRLMLpm8rs5Ve96IQ,,Unsure,
Memphis,Shelby County,38115,Winchester ,Winchester Farmers Market,Winchester Farmers Market,,,NA, ,7J4aAFl3aUoBnJqLKnZ0wk,,Winchester Farmers Market,
Memphis,Shelby County,38109,Unsure,Unsure,Unsure,,,NA, ,7JA7qfRdw8skaaeMiEBYeO,,Unsure,
Memphis,Shelby County,38105,Poplar ave,Not a farmers market,Collierville Farmers Market,Germantown farmers market ,Cordova International Farmers Market,Farm Park Farmers Market,Cordova International Farmers Market,7JPp9ZHp1QJuORxB3o0z9k,AR,Not a farmers market,AR
